OBJECTID,Row_Labels,Average_of,Average__1,comm,ind,ASSET_NAME,OBJECTID_1,ACREAGE,ACREAGE_1,AREA,PERCENTAGE
1064,1205,39.957389999999997,-75.144130000000004,0,0,Vine Street Park,1372,11.868121490000000,2.809799327493075,3.657732468025870,9.054661215228073
1065,1207,39.905450000000002,-75.174009999999996,0,0,Franklin Delano Roosevelt Park,26,348.582655209999984,6.277194396848058,8.164872912912660,20.227120129797559
1066,1208,39.937550000000002,-75.150080000000003,0,0,Weccacoe Playground,269,0.903741930000000,0.903742407436736,1.176137054699234,2.912340659923728
1067,1208,39.937550000000002,-75.150080000000003,0,0,Weccacoe Playground Building,496,0.062378930000000,0.062378962087900,0.081180231716251,0.201017805420411
1068,1210,39.930779999999999,-75.190219999999997,0,0,Vare Recreation Center,237,4.107693920000000,4.107694231126495,5.345257052394864,13.237168872653690
1069,1210,39.930779999999999,-75.190219999999997,0,0,Vare Recreation Center Building,478,0.297065620000000,0.297065373464769,0.386564623450560,0.957301239332585
1070,1210,39.930779999999999,-75.190219999999997,0,0,Vare Recreation Center Garden,1355,0.023681460000000,0.023681495551578,0.030816402770942,0.076314744740650
1071,1212,39.939470000000000,-75.151290000000003,0,0,Edward Shippen Plaza/Bainbridge Green,391,0.348398460000000,0.163921895514401,0.213337425801271,0.528249710988925
1072,1212,39.939470000000000,-75.151290000000003,0,0,Weccacoe Playground,269,0.903741930000000,0.871210362200189,1.133799610364431,2.807427314944178
1073,1212,39.939470000000000,-75.151290000000003,0,0,Weccacoe Playground Building,496,0.062378930000000,0.062378962087900,0.081180231716251,0.201012240496753
1074,1217,39.939050000000002,-75.176320000000004,0,1,"Charles H. Chew, Sr. Playground",290,2.798553960000000,0.903569559143971,1.175915868976650,2.911730058386796
1075,1217,39.939050000000002,-75.176320000000004,0,1,"Charles H. Chew, Sr. Playground Building",495,0.057040710000000,0.014022813722475,0.018249379784772,0.045187984164615
1076,1217,39.939050000000002,-75.176320000000004,0,1,"Charles H. Chew, Sr. Playground Garden",1351,0.025111020000000,0.025111036509415,0.032679673632574,0.080919384221802
1077,1223,39.915939999999999,-75.164519999999996,0,0,Mollbore Terrace Park,376,1.429625270000000,0.470172088706620,0.611681192476567,1.515110416170562
1078,1223,39.915939999999999,-75.164519999999996,0,0,Mollbore Terrace Park (11th St),1348,0.470170590000000,0.470171342562605,0.611681192476567,1.515110416170562
1079,1224,39.933650000000000,-75.154190000000000,1,0,Gold Star Park,272,0.882945930000000,0.882945661695765,1.148985578249421,2.845267847024626
1080,1224,39.933650000000000,-75.154190000000000,1,0,Sacks Playground,247,3.738516020000000,1.400710565496289,1.822784745765094,4.513817168248682
1081,1224,39.933650000000000,-75.154190000000000,1,0,Sacks Playground Shed,1128,0.002921150000000,0.000337193040102,0.000438795894094,0.001086603585377
1082,1225,39.957599999999999,-75.158640000000005,1,0,Vine Street Park,1372,11.868121490000000,0.722067290837775,0.939970676181079,2.326876141084782
1083,1227,39.980300000000000,-75.214160000000007,0,0,Carousel House Recreation Center,208,5.244245710000000,3.878395543435432,5.050433854372633,12.498148638924324
1084,1227,39.980300000000000,-75.214160000000007,0,0,Carousel House Recreation Center Building,575,0.593509620000000,0.593509547362207,0.772864438258726,1.912583137532487
1085,1227,39.980300000000000,-75.214160000000007,0,0,Carousel House Recreation Center Garden,1358,0.851569070000000,0.851569037195164,1.108914210166784,2.744194860503019
1086,1227,39.980300000000000,-75.214160000000007,0,0,Carousel House Recreation Center Shed,1359,0.010268770000000,0.010268740874503,0.013371977481070,0.033091208987931
1087,1227,39.980300000000000,-75.214160000000007,0,0,Fairmount Park Horticulture Center,94,51.514870010000003,4.707620967614609,6.130586227015543,15.171167491411570
1088,1227,39.980300000000000,-75.214160000000007,0,0,Japanese Gardens,432,1.086621040000000,1.075292629189416,1.400283924600997,3.465238260908484
1089,1227,39.980300000000000,-75.214160000000007,0,0,Japanese House Ticket Window,588,0.005297460000000,0.005297426589809,0.006898521310236,0.017071552110215
1090,1227,39.980300000000000,-75.214160000000007,0,0,Japanese House Tool Shed,586,0.003390960000000,0.003390937234832,0.004415799306808,0.010927638632148
1091,1227,39.980300000000000,-75.214160000000007,0,0,Shofuso Japanese House,587,0.086516930000000,0.086517077090843,0.112665697688158,0.278810232312137
1092,1227,39.980300000000000,-75.214160000000007,0,0,West Fairmount Park,8,1395.358889650000037,31.027164862617823,40.409455715070507,99.999999704523972
1093,1229,39.981499999999997,-75.117379999999997,0,1,Frederick Cione Playground,222,4.752239390000000,3.582788379831555,4.665608793703957,11.545634641913944
1094,1229,39.981499999999997,-75.117379999999997,0,1,Frederick Cione Playground Building,598,0.111465080000000,0.111464608755296,0.145153206484211,0.359199830776754
1095,1236,39.915550000000003,-75.161460000000005,0,0,Mollbore Terrace Park,376,1.429625270000000,0.477669726934635,0.621435417370448,1.539279907077931
1096,1236,39.915550000000003,-75.161460000000005,0,0,Mollbore Terrace Park (8th St),1347,0.477673650000000,0.477673283563344,0.621435417370448,1.539279907077931
1097,1240,39.997250000000001,-75.180189999999996,0,0,29th & Chalmers Park,56,15.028769609999999,6.069798396864861,7.906381744726479,19.560894835507064
1098,1240,39.997250000000001,-75.180189999999996,0,0,Van R. Thomas Memorial Picnic Area,1258,0.949630230000000,0.808362195038055,1.052944847515214,2.605052993244594
1099,1240,39.997250000000001,-75.180189999999996,0,0,Van R. Thomas Memorial Picnic Gazebo,1219,0.022531190000000,0.022531096430544,0.029348219784708,0.072609375483410
1100,1240,39.997250000000001,-75.180189999999996,0,0,Van R. Thomas Memorial Picnic Shelter,1220,0.005999460000000,0.005999475602140,0.007814694727127,0.019334055281468
1101,1243,40.018129999999999,-75.047100000000000,0,0,Disston Park,52,23.500046950000002,5.474525824899067,7.133366863355165,17.643094512099530
1102,1247,39.942630000000001,-75.148960000000002,0,0,Delancey Park,390,0.354885750000000,0.183596512539883,0.238955534493645,0.591656413002087
1103,1248,40.014890000000001,-75.109319999999997,0,1,Joseph A. Ferko Playground,147,10.372381230000000,0.347057729951014,0.452178686992415,1.118434562856284
1104,1248,40.014890000000001,-75.109319999999997,0,1,Tacony Creek Park,25,318.653500280000003,0.547340248934834,0.713239289016881,1.764150976971862
1105,1253,39.937829999999998,-75.151650000000004,0,0,Weccacoe Playground,269,0.903741930000000,0.903742407436735,1.176137054699234,2.912328862301335
1106,1253,39.937829999999998,-75.151650000000004,0,0,Weccacoe Playground Building,496,0.062378930000000,0.062378962087900,0.081180231716251,0.201016991115892
1107,1255,39.947510000000001,-75.149510000000006,1,0,Washington Square,117,7.188231450000000,1.317228298023361,1.714477913531237,4.244767258940571
1108,1257,39.958449999999999,-75.237449999999995,0,0,Howard Sayre Morris Recreation Center,322,1.605898970000000,0.360745600843180,0.469605594032020,1.162483783532650
1109,1258,39.931130000000003,-75.144030000000001,0,0,Rizzo Ice Rink,250,1.278129410000000,0.140042097692359,0.182238110943775,0.451298131551578
1110,1259,39.946520000000000,-75.161079999999998,0,0,Louis I. Kahn Park,385,0.388319530000000,0.384328148553108,0.500219903706083,1.238480444752973
1111,1259,39.946520000000000,-75.161079999999998,0,0,Sartain Garden,1326,0.084075770000000,0.084075902166412,0.109432273539620,0.270940300055137
1112,1259,39.946520000000000,-75.161079999999998,0,0,Waverly Street Community Garden,1313,0.092752970000000,0.018563000435369,0.024160388361588,0.059818028634553
1113,1262,39.951929999999997,-75.143299999999996,0,0,Betsy Ross House,407,0.236189100000000,0.236189228186018,0.307443116997550,0.761130592970819
1114,1262,39.951929999999997,-75.143299999999996,0,0,Betsy Ross House and Museum Building,517,0.052893300000000,0.052893201779576,0.068850110236299,0.170450799946445
1115,1262,39.951929999999997,-75.143299999999996,0,0,Christ Church Park,387,0.132027210000000,0.132026833504217,0.171853474887306,0.425454108462325
1116,1265,39.975549999999998,-75.189700000000002,0,0,East Fairmount Park,24,659.240958959999944,29.409848099543638,38.300108088725217,94.786551195947396
1117,1265,39.975549999999998,-75.189700000000002,0,0,Glendinning Rock Garden,1044,2.630021080000000,2.375951032390964,3.093826778838915,7.656719132083485
1118,1265,39.975549999999998,-75.189700000000002,0,0,Hatfield House,1063,0.717367090000000,0.717367446296165,0.934108270361314,2.311766358101356
1119,1265,39.975549999999998,-75.189700000000002,0,0,Hatfield House Building,571,0.044254010000000,0.044254052850499,0.057624634482494,0.142611617540856
1120,1265,39.975549999999998,-75.189700000000002,0,0,Sedgley Porter's House,568,0.041899860000000,0.041899916307516,0.054558068207141,0.135022363730366
1121,1270,39.946919999999999,-75.183459999999997,1,0,James O'Connor Memorial Pool,389,0.373647960000000,0.373648033267815,0.486325693115985,1.204073289274422
1122,1270,39.946919999999999,-75.183459999999997,1,0,James O'Connor Memorial Pool Building 1,1057,0.015330860000000,0.015330846447841,0.019954002226089,0.049403273227488
1123,1270,39.946919999999999,-75.183459999999997,1,0,James O'Connor Memorial Pool Building 2,1058,0.008051640000000,0.008051622284107,0.010479665642122,0.025946162538439
1124,1270,39.946919999999999,-75.183459999999997,1,0,Schuylkill Banks,2,17.745484919999999,0.945115667185334,1.230297563043737,3.046041890217560
1125,1270,39.946919999999999,-75.183459999999997,1,0,Schuylkill River Park,3,7.289316870000000,3.576617131911787,4.655318385585159,11.525906610519938
1126,1270,39.946919999999999,-75.183459999999997,1,0,William H. ""Billy"" Markward Memorial Playground,1,3.357339620000000,3.126286795221991,4.069121878637454,10.074567381947931
1127,1270,39.946919999999999,-75.183459999999997,1,0,William H. Markward Memorial Playground Building,514,0.059794520000000,0.059794441718641,0.077828347884668,0.192691926753573
1128,1270,39.946919999999999,-75.183459999999997,1,0,William H. Markward Memorial Playground Pavilion,969,0.018715450000000,0.018715464569826,0.024360015454135,0.060311935704455
1129,1271,40.023940000000003,-75.035420000000002,0,0,Disston Park,52,23.500046950000002,1.229753346999603,1.602382024702351,3.962870363637682
1130,1273,39.990890000000000,-75.130899999999997,0,1,Gerald J. Maguire Playground,370,0.561096500000000,0.278169538955168,0.362296857783686,0.896427750653896
1131,1280,39.991720000000001,-75.185620000000000,0,0,East Fairmount Park,24,659.240958959999944,8.778702539038088,11.432403696404766,28.286753681188188
1132,1280,39.991720000000001,-75.185620000000000,0,0,Joseph E. Mander Playground,57,22.259878960000002,4.352013052291796,5.668104332511163,14.024371020369037
1133,1283,39.948610000000002,-75.177840000000003,0,0,Fitler Square,358,0.720029610000000,0.347716656665653,0.452584681526344,1.120508069007701
1134,1283,39.948610000000002,-75.177840000000003,0,0,Fitler Square Building,1340,0.002619720000000,0.002619747932130,0.003409846750939,0.008442090407527
1135,1284,39.964799999999997,-75.176980000000000,0,0,Benjamin Franklin Parkway,1033,64.509472470000006,11.832396258202097,15.404000293925504,38.128299377692898
1136,1284,39.964799999999997,-75.176980000000000,0,0,Benjamin Franklin Parkway Medians,133,13.931207640000000,4.457178198970913,5.802715979727047,14.363002327778677
1137,1284,39.964799999999997,-75.176980000000000,0,0,Binswanger Triangle,1015,0.230761670000000,0.008250865070322,0.010741652652943,0.026587960292633
1138,1284,39.964799999999997,-75.176980000000000,0,0,Eakins Oval,979,7.817977990000000,4.858040659776410,6.324684303424151,15.654989093024573
1139,1284,39.964799999999997,-75.176980000000000,0,0,East Fairmount Park,24,659.240958959999944,0.292218822022944,0.380553222551747,0.941953188894750
1140,1284,39.964799999999997,-75.176980000000000,0,0,Philadelphia Museum of Art,51,24.683204270000001,0.292297124976668,0.380553222551747,0.941953188894750
1141,1284,39.964799999999997,-75.176980000000000,0,0,Von Colln Community Center Building,440,0.037091370000000,0.037091377783480,0.048289358947116,0.119526817681155
1142,1284,39.964799999999997,-75.176980000000000,0,0,Von Colln Field,180,6.528407340000000,2.508744708142298,3.266097117200894,8.084310977997289
1143,1285,39.946120000000001,-75.157910000000001,0,0,Louis I. Kahn Park,385,0.388319530000000,0.073213489167802,0.095290560005504,0.235928591563748
1144,1287,39.995460000000001,-75.129919999999998,0,0,Hope Park,1023,1.232484370000000,0.491460946600266,0.640132300947134,1.583769086310495
1145,1290,40.026679999999999,-75.037589999999994,0,0,Disston Park,52,23.500046950000002,0.292082067343912,0.380586119640735,0.941194911758518
1146,1296,39.956150000000001,-75.149140000000003,0,0,Franklin Square,119,7.164952180000000,6.837547574567059,8.900741999145158,22.034044189329109
1147,1296,39.956150000000001,-75.149140000000003,0,0,Franklin Square Carousel Booth,1101,0.000718120000000,0.000718139976333,0.000934838110321,0.002314218773519
1148,1296,39.956150000000001,-75.149140000000003,0,0,Franklin Square Maintenance Building & Restooms,521,0.016219830000000,0.016219852385940,0.021114065825774,0.052268480477940
1149,1296,39.956150000000001,-75.149140000000003,0,0,Franklin Square Mini Golf Building 1,1102,0.014466980000000,0.014467074519526,0.018832521816589,0.046620452310951
1150,1296,39.956150000000001,-75.149140000000003,0,0,Franklin Square Mini Golf Building 2,1103,0.014427660000000,0.014427725021543,0.018781290712848,0.046493628232261
1151,1296,39.956150000000001,-75.149140000000003,0,0,Franklin Square Shed,1105,0.002661590000000,0.002661630183559,0.003464790627697,0.008577189385423
1152,1296,39.956150000000001,-75.149140000000003,0,0,Franklin Square Storage Facility,520,0.008021830000000,0.008021877297419,0.010442402636330,0.025850469674748
1153,1296,39.956150000000001,-75.149140000000003,0,0,Pavillion in Franklin Square,1104,0.047425010000000,0.047425037182539,0.061735705743857,0.152828524694932
1154,1296,39.956150000000001,-75.149140000000003,0,0,SquareBurger,1106,0.014435250000000,0.014435339622900,0.018791138568734,0.046518006884265
1155,1296,39.956150000000001,-75.149140000000003,0,0,Vine Street Park,1372,11.868121490000000,2.729775959975288,3.553559879362135,8.796940234736869
1156,1299,39.973840000000003,-75.206429999999997,0,0,Memorial Area,67,54.772206629999999,0.206850713271381,0.269355786060443,0.666628297325607
1157,1299,39.973840000000003,-75.206429999999997,0,0,School of the Future Property,1257,6.730999710000000,0.402601740412706,0.524234982027492,1.297428499973218
1158,1299,39.973840000000003,-75.206429999999997,0,0,West Fairmount Park,8,1395.358889650000037,2.493143815786645,3.247044487029942,8.036106331287582
1159,1301,39.948470000000000,-75.171030000000002,1,0,Guard Box (Rittenhouse Square),935,0.002745230000000,0.002745254583968,0.003573293944266,0.008846770170704
1160,1301,39.948470000000000,-75.171030000000002,1,0,Rittenhouse Square,112,7.313901870000000,6.459583157305893,8.407965984895794,20.816463417692443
1161,1301,39.948470000000000,-75.171030000000002,1,0,Rittenhouse Square Maintenance Building,515,0.011128990000000,0.011129056108124,0.014485828623677,0.035864051086961
1162,1307,39.958329999999997,-75.171120000000002,0,0,Aviator Park,1008,1.903299470000000,1.903299872277900,2.477693785000186,6.133410246381883
1163,1307,39.958329999999997,-75.171120000000002,0,0,Barnes Foundation Museum,203,5.387681140000000,0.531186330683239,0.691518119574731,1.711819412808540
1164,1307,39.958329999999997,-75.171120000000002,0,0,Benjamin Franklin Parkway,1033,64.509472470000006,10.392624696139883,13.529634266856537,33.491950435727908
1165,1307,39.958329999999997,-75.171120000000002,0,0,Benjamin Franklin Parkway Medians,133,13.931207640000000,0.575979950542052,0.749857401659289,1.856235463197901
1166,1307,39.958329999999997,-75.171120000000002,0,0,East Triangle,1012,0.184851950000000,0.184851955523878,0.240636196944554,0.595683181241053
1167,1307,39.958329999999997,-75.171120000000002,0,0,Galusha Pennypacker Park,1151,1.154618500000000,1.146267845658123,1.492214052336323,3.693903182791389
1168,1307,39.958329999999997,-75.171120000000002,0,0,Logan Square,1024,9.209228050000000,9.110673379172171,11.860196940126690,29.359339671861278
1169,1307,39.958329999999997,-75.171120000000002,0,0,Logan Square Maintenance Building,524,0.003092430000000,0.003092408832905,0.004025643857501,0.009965285231516
1170,1307,39.958329999999997,-75.171120000000002,0,0,Shakespeare Park,1152,1.183946240000000,1.183945805989720,1.541268775585682,3.815335760147201
1171,1307,39.958329999999997,-75.171120000000002,0,0,Sister Cities Park,1010,1.729054770000000,1.692286825787465,2.202996776229053,5.453411184977611
1172,1307,39.958329999999997,-75.171120000000002,0,0,Sister Cities Park Building,1339,0.066865360000000,0.066865127577752,0.087044215796503,0.215473715229304
1173,1307,39.958329999999997,-75.171120000000002,0,0,Vine Street Park,1372,11.868121490000000,0.000375916482777,0.000489359475200,0.001211385538249
1174,1307,39.958329999999997,-75.171120000000002,0,0,West Triangle,1013,0.152973430000000,0.152973189783328,0.199140268606017,0.492962032406798
1175,1307,39.958329999999997,-75.171120000000002,0,0,Winter Street,1009,1.607994450000000,0.176908993605912,0.230301684358885,0.570100598854141
1176,1308,39.952590000000001,-75.165229999999994,1,0,Benjamin Franklin Parkway,1033,64.509472470000006,1.581224943813936,2.058517055020706,5.096179430167433
1177,1308,39.952590000000001,-75.165229999999994,1,0,John F. Kennedy Plaza,307,2.439869380000000,1.581372406405760,2.058499786225890,5.096136678577539
1178,1308,39.952590000000001,-75.165229999999994,1,0,Welcome Center,518,0.093270240000000,0.093270230006531,0.121411250575882,0.300572451545459
1179,1309,39.947360000000003,-75.233630000000005,0,0,Albert W. Christy Recreation Center,278,3.154905350000000,2.611415841459609,3.399048998320291,8.415508456090416
1180,1309,39.947360000000003,-75.233630000000005,0,0,Albert W. Christy Recreation Center Building,512,0.330184520000000,0.287006263253150,0.373570892375415,0.924902525761797
1181,1311,39.958579999999998,-75.171279999999996,0,0,Aviator Park,1008,1.903299470000000,1.903299872277900,2.477693785000186,6.133388157419793
1182,1311,39.958579999999998,-75.171279999999996,0,0,Barnes Foundation Museum,203,5.387681140000000,1.158684608938625,1.508418714244416,3.734003586071228
1183,1311,39.958579999999998,-75.171279999999996,0,0,Benjamin Franklin Parkway,1033,64.509472470000006,10.804298789013108,14.065572018537633,34.818512831611855
1184,1311,39.958579999999998,-75.171279999999996,0,0,Benjamin Franklin Parkway Medians,133,13.931207640000000,0.840522700559109,1.094260603487598,2.708779053809252
1185,1311,39.958579999999998,-75.171279999999996,0,0,East Triangle,1012,0.184851950000000,0.178077973788652,0.231817976989471,0.573852040696839
1186,1311,39.958579999999998,-75.171279999999996,0,0,Galusha Pennypacker Park,1151,1.154618500000000,1.083358748500927,1.410318848564066,3.491163022781731
1187,1311,39.958579999999998,-75.171279999999996,0,0,Logan Square,1024,9.209228050000000,8.564175924576402,11.148771212408118,27.598140552288431
1188,1311,39.958579999999998,-75.171279999999996,0,0,Logan Square Maintenance Building,524,0.003092430000000,0.003092408832905,0.004025643857501,0.009965249342378
1189,1311,39.958579999999998,-75.171279999999996,0,0,Shakespeare Park,1152,1.183946240000000,1.183945805989721,1.541268775585681,3.815322019535764
1190,1311,39.958579999999998,-75.171279999999996,0,0,Sister Cities Park,1010,1.729054770000000,1.278249204869395,1.664008036128438,4.119155984661260
1191,1311,39.958579999999998,-75.171279999999996,0,0,Sister Cities Park Building,1339,0.066865360000000,0.060745577171234,0.079077858960601,0.195752682030086
1192,1311,39.958579999999998,-75.171279999999996,0,0,West Triangle,1013,0.152973430000000,0.152973189783328,0.199140268606017,0.492960257045423
1193,1311,39.958579999999998,-75.171279999999996,0,0,Winter Street,1009,1.607994450000000,0.249578186314095,0.324903078785310,0.804278845027212
1194,1313,39.975409999999997,-75.188519999999997,0,1,East Fairmount Park,24,659.240958959999944,23.412994375733486,30.490474219253880,75.459128538159291
1195,1313,39.975409999999997,-75.188519999999997,0,1,Glendinning Rock Garden,1044,2.630021080000000,0.022383217328436,0.029146138208749,0.072132108332251
1196,1313,39.975409999999997,-75.188519999999997,0,1,Hatfield House,1063,0.717367090000000,0.717367446296165,0.934108270361314,2.311771064460569
1197,1313,39.975409999999997,-75.188519999999997,0,1,Hatfield House Building,571,0.044254010000000,0.044254052850499,0.057624634482494,0.142611907873612
1198,1313,39.975409999999997,-75.188519999999997,0,1,Sedgley Porter's House,568,0.041899860000000,0.041899916307516,0.054558068207141,0.135022638612705
1199,1315,39.949559999999998,-75.209260000000000,0,0,Clarence H Clark Park,141,12.034016060000001,5.238088662546687,6.817902883458706,16.879516558595515
1200,1318,39.992089999999997,-75.140199999999993,0,0,Fairhill Square,288,2.862473560000000,2.556376880287342,3.329481789160425,8.237963270580090
1201,1318,39.992089999999997,-75.140199999999993,0,0,Fairhill Square Shelter,1200,0.020827310000000,0.020827351664840,0.027126118521195,0.067116741343511
1202,1319,39.947780000000002,-75.225399999999993,0,0,Cedar Park,347,0.838993540000000,0.081820762905422,0.106498145461475,0.263670988563769
1203,1327,39.937959999999997,-75.148370000000000,0,0,Mario Lanza Park,372,0.506920240000000,0.506920369505588,0.659704019388592,1.633543799747566
1204,1327,39.937959999999997,-75.148370000000000,0,0,Weccacoe Playground,269,0.903741930000000,0.381083687378925,0.495945129917064,1.228047833848063
1205,1333,39.960799999999999,-75.171580000000006,1,0,Barnes Foundation Museum,203,5.387681140000000,5.387681464040006,7.013884092402044,17.361911902532796
1206,1333,39.960799999999999,-75.171580000000006,1,0,Barnes Museum Building,1111,0.909827730000000,0.909826564791872,1.184446774278575,2.931936182199031
1207,1333,39.960799999999999,-75.171580000000006,1,0,Benjamin Franklin Parkway,1033,64.509472470000006,7.460177257991596,9.712028752855527,24.040800415365300
1208,1333,39.960799999999999,-75.171580000000006,1,0,Benjamin Franklin Parkway Medians,133,13.931207640000000,0.979618542732219,1.275346849103232,3.156946899548773
1209,1333,39.960799999999999,-75.171580000000006,1,0,Logan Square,1024,9.209228050000000,0.375547681643697,0.488884770568623,1.210167462889383
1210,1333,39.960799999999999,-75.171580000000006,1,0,Matthias Baldwin Park,302,2.152068960000000,0.287545299576840,0.374343178189025,0.926635398505162
1211,1333,39.960799999999999,-75.171580000000006,1,0,Rodin Museum,240,4.190618850000000,0.728766394564017,0.948751980207071,2.348505917791335
1212,1333,39.960799999999999,-75.171580000000006,1,0,Shakespeare Park,1152,1.183946240000000,0.375543242616473,0.488884770568623,1.210167462889383
1213,1335,39.961199999999998,-75.247079999999997,0,0,Cobbs Cinder Block Ruins,1170,0.023025790000000,0.023025723162103,0.029976055554475,0.074201198992125
1214,1335,39.961199999999998,-75.247079999999997,0,0,Cobbs Creek Park,1165,729.252538899999990,9.499041595235608,12.366089561006568,30.610387367449761
1215,1335,39.961199999999998,-75.247079999999997,0,0,Cobbs Creek Park Community Garden,1249,1.510726440000000,0.007465688265584,0.009719406225534,0.024058922432790
1216,1335,39.961199999999998,-75.247079999999997,0,0,Cobbs Stone Quay with Fire Pit,1171,0.012157470000000,0.012157629619086,0.015827370594041,0.039178265894132
1217,1335,39.961199999999998,-75.247079999999997,0,0,Laura Sims Skate House,43,4.203217690000000,2.058231908054231,2.679450260136008,6.632574508695463
1218,1335,39.961199999999998,-75.247079999999997,0,0,Laura Sims Skate House Building,525,0.792981660000000,0.120071011397690,0.156310179693462,0.386922246219206
1219,1340,39.943640000000002,-75.196439999999996,0,1,Gray's Ferry Crescent,1022,13.055578170000000,0.346428000349098,0.450868225937558,1.116338288376241
1220,1343,39.955829999999999,-75.174629999999993,1,0,Coxe Park,422,0.109275670000000,0.109275461183988,0.142250942825626,0.352147938018463
1221,1346,39.946350000000002,-75.237989999999996,1,0,Sherwood Park,325,1.647454990000000,1.647454933074839,2.144279493710854,5.308974548619490
1222,1349,39.933839999999996,-75.147279999999995,0,0,I-95 Park,428,12.845365760000000,0.255994109623308,0.333176485970594,0.825052742810823
1223,1349,39.933839999999996,-75.147279999999995,0,0,Jefferson Square,279,3.128182290000000,0.300468727554780,0.391007307767762,0.968260562545642
1224,1349,39.933839999999996,-75.147279999999995,0,0,Mummers Museum,404,0.249968430000000,0.249968505673212,0.325289055774339,0.805520914512099
1225,1349,39.933839999999996,-75.147279999999995,0,0,Mummers Museum Building,1231,0.145994110000000,0.145993808548466,0.189984635537442,0.470463406760089
1226,1349,39.933839999999996,-75.147279999999995,0,0,Rizzo Ice Rink,250,1.278129410000000,0.794590845163890,1.034008608711277,2.560539757846346
1227,1349,39.933839999999996,-75.147279999999995,0,0,Rizzo Ice Rink House,488,0.316672230000000,0.259234984356448,0.337346080153612,0.835378006633342
1228,1349,39.933839999999996,-75.147279999999995,0,0,Shot Tower Playground,330,1.438159320000000,1.393821552352434,1.813848129717895,4.491674645365312
1229,1349,39.933839999999996,-75.147279999999995,0,0,Shot Tower Recreation Center Building,492,0.164358910000000,0.164359267594960,0.213888248425659,0.529656483723667
1230,1350,39.946280000000002,-75.178349999999995,0,0,Fitler Square,358,0.720029610000000,0.460417986261199,0.599275656447460,1.483735014606548
1231,1350,39.946280000000002,-75.178349999999995,0,0,Fitler Square Building,1340,0.002619720000000,0.000007560097057,0.000009840172816,0.000024363093678
1232,1356,39.951070000000001,-75.172089999999997,1,0,Guard Box (Rittenhouse Square),935,0.002745230000000,0.002745254583968,0.003573293944266,0.008846439459571
1233,1356,39.951070000000001,-75.172089999999997,1,0,Rittenhouse Square,112,7.313901870000000,4.343558896818325,5.653692284545440,13.996902381494031
1234,1356,39.951070000000001,-75.172089999999997,1,0,Rittenhouse Square Maintenance Building,515,0.011128990000000,0.005284115116132,0.006877922553035,0.017027741468255
1235,1358,39.962560000000003,-75.246799999999993,0,0,Cobbs Cinder Block Ruins,1170,0.023025790000000,0.023025723162103,0.029976055554475,0.074199746491004
1236,1358,39.962560000000003,-75.246799999999993,0,0,Cobbs Creek Park,1165,729.252538899999990,9.388470235250711,12.222145003363899,30.253482122683867
1237,1358,39.962560000000003,-75.246799999999993,0,0,Cobbs Creek Park Community Garden,1249,1.510726440000000,0.415894100259850,0.541442873507397,1.340233836990331
1238,1358,39.962560000000003,-75.246799999999993,0,0,Cobbs Stone Quay with Fire Pit,1171,0.012157470000000,0.012157629619086,0.015827370594041,0.039177498972898
1239,1362,39.947780000000002,-75.171180000000007,0,0,Guard Box (Rittenhouse Square),935,0.002745230000000,0.002725439707228,0.003547502391280,0.008783002297969
1240,1362,39.947780000000002,-75.171180000000007,0,0,Rittenhouse Square,112,7.313901870000000,3.332528162528195,4.337707674303029,10.739413894398520
1241,1368,39.952489999999997,-75.176990000000004,1,0,June 5th Memorial Park,977,0.112079440000000,0.112079433393308,0.145894695008319,0.361185542991927
1242,1369,39.949249999999999,-75.173000000000002,0,0,Guard Box (Rittenhouse Square),935,0.002745230000000,0.002745254583968,0.003573293944266,0.008846671114597
1243,1369,39.949249999999999,-75.173000000000002,0,0,Rittenhouse Square,112,7.313901870000000,7.243612229874428,9.428479168609494,23.342791165939492
1244,1369,39.949249999999999,-75.173000000000002,0,0,Rittenhouse Square Maintenance Building,515,0.011128990000000,0.011129056108124,0.014485828623677,0.035863649521957
1245,1373,39.938040000000001,-75.176530000000000,0,1,"Charles H. Chew, Sr. Playground",290,2.798553960000000,0.946545499269524,1.231845254231400,3.050263301228384
1246,1373,39.938040000000001,-75.176530000000000,0,1,"Charles H. Chew, Sr. Playground Building",495,0.057040710000000,0.057040715462704,0.074233153222709,0.183814210617690
1247,1373,39.938040000000001,-75.176530000000000,0,1,"Charles H. Chew, Sr. Playground Garden",1351,0.025111020000000,0.025111036509415,0.032679673632574,0.080920561113625
1248,1375,39.931739999999998,-75.149330000000006,0,0,Greble Post War Memorial,423,0.048424890000000,0.048425004694520,0.063014079368982,0.156047959943332
1249,1375,39.931739999999998,-75.149330000000006,0,0,Jefferson Square,279,3.128182290000000,0.818644643984986,1.065322307808919,2.638162367528538
1250,1375,39.931739999999998,-75.149330000000006,0,0,Nelson M. Herron Playground and Rec Ctr Building,966,0.050848230000000,0.050848271941827,0.066166980700398,0.163855799486448
1251,1375,39.931739999999998,-75.149330000000006,0,0,Nelson M. Herron Playground and Rec Ctr Pergola 1,1048,0.007858180000000,0.007858154485510,0.010225538658237,0.025322506698796
1252,1375,39.931739999999998,-75.149330000000006,0,0,Nelson M. Herron Playground and Rec Ctr Pergola 2,1049,0.004095610000000,0.004095682383355,0.005329586424137,0.013198178838072
