OBJECTID,Row_Labels,Average_of,Average__1,comm,ind,OBJECTID_1,NAME,Acres,Acres_1,AREA,PERCENTAGE
167,458,33.753700000000002,-84.390270000000001,1,0,1488,Robert W. Woodruff Park,3.300000000000000,0.803600249367334,0.803971875905555,2.591295017026304
168,459,33.759659999999997,-84.382189999999994,1,0,1650,Piedmont Harris Park,0.380000000000000,0.233176072886602,0.231447752248445,0.745983614890886
169,464,33.749440000000000,-84.396039999999999,1,0,1564,Fire Station #5 Park,0.080000000000000,0.079999932237981,0.083740573307085,0.269905467722661
170,467,33.771120000000003,-84.365830000000003,0,0,1452,Historic Fourth Ward Park,18.510000000000002,3.949071508408881,3.949358682115939,12.729270736335895
171,471,33.755549999999999,-84.382249999999999,1,0,1450,John Calhoun Park,0.280000000000000,0.279999748949346,0.279400382631970,0.900540666902359
172,475,33.760899999999999,-84.382159999999999,1,0,1295,Folk Art (Piedmont) Park,0.300000000000000,0.234304383167477,0.236891647858749,0.763529953215610
173,475,33.760899999999999,-84.382159999999999,1,0,1650,Piedmont Harris Park,0.380000000000000,0.380000050513325,0.377183458220333,1.215707142112467
174,477,33.763330000000003,-84.389009999999999,1,0,1487,Hardy Ivy Park,0.560000000000000,0.560000547387975,0.556768345261754,1.794529381484287
175,489,33.787830000000000,-84.494420000000005,0,1,1438,English Park,9.470000000000001,1.280267473971088,1.280315681788428,4.126556525919872
176,491,33.739019999999996,-84.432389999999998,0,1,1501,Gordon-White Park,1.850000000000000,1.849999808189204,1.850568431788205,5.964571526358867
177,491,33.739019999999996,-84.432389999999998,0,1,1596,South Gordon Triangle,0.010000000000000,0.010000000002285,0.011989752445091,0.038644199702996
178,497,33.790849999999999,-84.496870000000001,0,1,1438,English Park,9.470000000000001,2.453473408173031,2.453565792460153,7.908029587317802
179,499,33.835000000000001,-84.407420000000002,0,0,1374,Castlewood Triangle,0.410000000000000,0.407991335572457,0.406540818433350,1.310326230848138
180,502,33.758420000000001,-84.386080000000007,1,0,1444,Margaret Mitchell Square,0.040000000000000,0.013388920128879,0.013916982421829,0.044856075206003
181,509,33.764859999999999,-84.339420000000004,0,0,1333,Candler Park,51.189999999999998,5.658505733623040,5.658985593518375,18.239647247727142
182,509,33.764859999999999,-84.339420000000004,0,0,1356,Iverson Park,2.000000000000000,0.404126439395822,0.404753014566524,1.304571656199886
183,510,33.790819999999997,-84.367109999999997,0,0,1332,Piedmont Park,193.490000000000009,6.682163153671661,6.682263889818662,21.537759189843833
184,511,33.750549999999997,-84.395169999999993,1,0,1564,Fire Station #5 Park,0.080000000000000,0.079999932237981,0.083740573307085,0.269905485738926
185,512,33.673560000000002,-84.497150000000005,0,0,1342,Stone Hogan Park,10.800000000000001,1.661468937846322,1.661956370907429,5.356611692666827
186,515,33.757689999999997,-84.374330000000000,0,0,1466,70 Boulevard,1.650000000000000,0.431320131041956,0.431893784536157,1.392045964174337
187,515,33.757689999999997,-84.374330000000000,0,0,1651,Martin Luther King Jr. Playlot,1.450000000000000,1.449999177434991,1.454196382746667,4.687051025504969
188,519,33.776550000000000,-84.457179999999994,0,0,1451,Center Hill Park,43.630000000000003,3.483406657864840,3.483370113422174,11.227225731824046
189,520,33.757100000000001,-84.382230000000007,1,0,1450,John Calhoun Park,0.280000000000000,0.279999748949346,0.279400382631970,0.900540699648516
